2024-12-30 18:16:31,664 - INFO - [Train] Using device: cuda
2024-12-30 18:16:31,666 - INFO - [Train] Dataset => max_length: 3000, sr: 44100, n_fft: 2048, hop_length: 512, total_files: 100
2024-12-30 18:16:31,666 - INFO - [Train] Dataset => max_length: 3000, sr: 44100, n_fft: 2048, hop_length: 512, total_files: 100
2024-12-30 18:16:31,667 - INFO - [Eval] Dataset => max_length: 3000, sr: 44100, n_fft: 2048, hop_length: 512, total_files: 50
2024-12-30 18:16:33,452 - INFO - [Train] Starting => Batch_size=2, LR=1e-05, Epochs=10
2024-12-30 18:19:14,061 - INFO - [Train] Epoch 1, Batch 43: Loss=0.046918
2024-12-30 18:19:28,038 - INFO - [Train] Epoch 1, Batch 44: Loss=0.050236
2024-12-30 18:19:28,474 - INFO - [Train] Epoch 1, Batch 45: Loss=0.046216
2024-12-30 18:19:28,897 - INFO - [Train] Epoch 1, Batch 46: Loss=0.050697
2024-12-30 18:19:29,320 - INFO - [Train] Epoch 1, Batch 47: Loss=0.056541
2024-12-30 18:19:29,759 - INFO - [Train] Epoch 1, Batch 48: Loss=0.131852
2024-12-30 18:19:30,182 - INFO - [Train] Epoch 1, Batch 49: Loss=0.077019
2024-12-30 18:19:30,615 - INFO - [Train] Epoch 1, Batch 50: Loss=0.070282
2024-12-30 18:19:32,613 - INFO - [Train] Epoch 1 completed -> Avg Loss: 0.052592
2024-12-30 18:19:32,613 - INFO - [Train] Epoch 1 completed -> Avg Loss: 0.052592
2024-12-30 18:19:32,647 - INFO - [Train] Saved checkpoint: C:\Users\didri\Desktop\LearnReflect VideoEnchancer\AI UNet-Architecture\UNet_Model\CheckPoints\model_epoch_1.pth
2024-12-30 18:19:32,647 - INFO - [Train] Saved checkpoint: C:\Users\didri\Desktop\LearnReflect VideoEnchancer\AI UNet-Architecture\UNet_Model\CheckPoints\model_epoch_1.pth
2024-12-30 18:19:32,648 - INFO - [Train] Epoch 2/10 started.
2024-12-30 18:20:08,966 - INFO - [Train] Epoch 2, Batch 1: Loss=0.058550
2024-12-30 18:20:09,458 - INFO - [Train] Epoch 2, Batch 2: Loss=0.034170
2024-12-30 18:20:15,649 - INFO - [Train] Epoch 2, Batch 3: Loss=0.035221
2024-12-30 18:20:16,138 - INFO - [Train] Epoch 2, Batch 4: Loss=0.034303
2024-12-30 18:20:16,669 - INFO - [Train] Epoch 2, Batch 5: Loss=0.038386
2024-12-30 18:20:17,204 - INFO - [Train] Epoch 2, Batch 6: Loss=0.043587
2024-12-30 18:20:17,693 - INFO - [Train] Epoch 2, Batch 7: Loss=0.045533
2024-12-30 18:20:18,137 - INFO - [Train] Epoch 2, Batch 8: Loss=0.151804
2024-12-30 18:20:26,455 - INFO - [Train] Epoch 2, Batch 9: Loss=0.046132
2024-12-30 18:20:26,947 - INFO - [Train] Epoch 2, Batch 10: Loss=0.040131
2024-12-30 18:20:44,025 - INFO - [Train] Epoch 2, Batch 11: Loss=0.057027
2024-12-30 18:20:44,534 - INFO - [Train] Epoch 2, Batch 12: Loss=0.048814
2024-12-30 18:20:45,039 - INFO - [Train] Epoch 2, Batch 13: Loss=0.051471
2024-12-30 18:20:45,527 - INFO - [Train] Epoch 2, Batch 14: Loss=0.045504
2024-12-30 18:20:46,059 - INFO - [Train] Epoch 2, Batch 15: Loss=0.063386
2024-12-30 18:20:46,562 - INFO - [Train] Epoch 2, Batch 16: Loss=0.044131
2024-12-30 18:20:47,822 - INFO - [Train] Epoch 2, Batch 17: Loss=0.034425
2024-12-30 18:20:48,402 - INFO - [Train] Epoch 2, Batch 18: Loss=0.041767
2024-12-30 18:21:05,406 - INFO - [Train] Epoch 2, Batch 19: Loss=0.047570
2024-12-30 18:21:05,932 - INFO - [Train] Epoch 2, Batch 20: Loss=0.131217
2024-12-30 18:21:06,457 - INFO - [Train] Epoch 2, Batch 21: Loss=0.050118
2024-12-30 18:21:07,007 - INFO - [Train] Epoch 2, Batch 22: Loss=0.047234
2024-12-30 18:21:07,465 - INFO - [Train] Epoch 2, Batch 23: Loss=0.045319
2024-12-30 18:21:07,985 - INFO - [Train] Epoch 2, Batch 24: Loss=0.029141
2024-12-30 18:21:14,676 - INFO - [Train] Epoch 2, Batch 25: Loss=0.041338
2024-12-30 18:21:15,158 - INFO - [Train] Epoch 2, Batch 26: Loss=0.045977
2024-12-30 18:21:23,694 - INFO - [Train] Epoch 2, Batch 27: Loss=0.031798
2024-12-30 18:21:24,144 - INFO - [Train] Epoch 2, Batch 28: Loss=0.054694
2024-12-30 18:21:24,642 - INFO - [Train] Epoch 2, Batch 29: Loss=0.039368
2024-12-30 18:21:25,165 - INFO - [Train] Epoch 2, Batch 30: Loss=0.058684
2024-12-30 18:21:25,719 - INFO - [Train] Epoch 2, Batch 31: Loss=0.055243
2024-12-30 18:21:26,249 - INFO - [Train] Epoch 2, Batch 32: Loss=0.033705
2024-12-30 18:21:32,485 - INFO - [Train] Epoch 2, Batch 33: Loss=0.038985
2024-12-30 18:21:32,954 - INFO - [Train] Epoch 2, Batch 34: Loss=0.039547
2024-12-30 18:21:46,057 - INFO - [Train] Epoch 2, Batch 35: Loss=0.048002
2024-12-30 18:21:46,524 - INFO - [Train] Epoch 2, Batch 36: Loss=0.033035
2024-12-30 18:21:47,093 - INFO - [Train] Epoch 2, Batch 37: Loss=0.036910
2024-12-30 18:21:47,693 - INFO - [Train] Epoch 2, Batch 38: Loss=0.035459
2024-12-30 18:21:50,361 - INFO - [Train] Epoch 2, Batch 39: Loss=0.045374
2024-12-30 18:21:50,872 - INFO - [Train] Epoch 2, Batch 40: Loss=0.040036
2024-12-30 18:21:51,353 - INFO - [Train] Epoch 2, Batch 41: Loss=0.046957
2024-12-30 18:21:51,948 - INFO - [Train] Epoch 2, Batch 42: Loss=0.042298
2024-12-30 18:22:01,075 - INFO - [Train] Epoch 2, Batch 43: Loss=0.035042
2024-12-30 18:22:01,498 - INFO - [Train] Epoch 2, Batch 44: Loss=0.038036
2024-12-30 18:22:01,940 - INFO - [Train] Epoch 2, Batch 45: Loss=0.064097
2024-12-30 18:22:02,386 - INFO - [Train] Epoch 2, Batch 46: Loss=0.046825
2024-12-30 18:22:04,584 - INFO - [Train] Epoch 2, Batch 47: Loss=0.034527
2024-12-30 18:22:05,022 - INFO - [Train] Epoch 2, Batch 48: Loss=0.046147
2024-12-30 18:22:05,489 - INFO - [Train] Epoch 2, Batch 49: Loss=0.029034
2024-12-30 18:22:05,958 - INFO - [Train] Epoch 2, Batch 50: Loss=0.039569
2024-12-30 18:22:08,243 - INFO - [Train] Epoch 2 completed -> Avg Loss: 0.047313
2024-12-30 18:22:08,243 - INFO - [Train] Epoch 2 completed -> Avg Loss: 0.047313
2024-12-30 18:22:08,273 - INFO - [Train] Saved checkpoint: C:\Users\didri\Desktop\LearnReflect VideoEnchancer\AI UNet-Architecture\UNet_Model\CheckPoints\model_epoch_2.pth
2024-12-30 18:22:08,274 - INFO - [Train] Saved checkpoint: C:\Users\didri\Desktop\LearnReflect VideoEnchancer\AI UNet-Architecture\UNet_Model\CheckPoints\model_epoch_2.pth
2024-12-30 18:22:08,274 - INFO - [Train] Epoch 3/10 started.
2024-12-30 18:22:46,886 - INFO - [Train] Epoch 3, Batch 1: Loss=0.028968
2024-12-30 18:22:47,450 - INFO - [Train] Epoch 3, Batch 2: Loss=0.033579
2024-12-30 18:22:47,997 - INFO - [Train] Epoch 3, Batch 3: Loss=0.071061
2024-12-30 18:22:55,072 - INFO - [Train] Epoch 3, Batch 4: Loss=0.039015
2024-12-30 18:22:55,634 - INFO - [Train] Epoch 3, Batch 5: Loss=0.051741
2024-12-30 18:22:56,153 - INFO - [Train] Epoch 3, Batch 6: Loss=0.029010
2024-12-30 18:22:56,637 - INFO - [Train] Epoch 3, Batch 7: Loss=0.050933
2024-12-30 18:22:57,088 - INFO - [Train] Epoch 3, Batch 8: Loss=0.049155
2024-12-30 18:23:07,428 - INFO - [Train] Epoch 3, Batch 9: Loss=0.042107
2024-12-30 18:23:15,603 - INFO - [Train] Epoch 3, Batch 10: Loss=0.038626
2024-12-30 18:23:16,067 - INFO - [Train] Epoch 3, Batch 11: Loss=0.035134
2024-12-30 18:23:18,459 - INFO - [Train] Epoch 3, Batch 12: Loss=0.048451
2024-12-30 18:23:18,907 - INFO - [Train] Epoch 3, Batch 13: Loss=0.042918
2024-12-30 18:23:19,358 - INFO - [Train] Epoch 3, Batch 14: Loss=0.047227
2024-12-30 18:23:19,845 - INFO - [Train] Epoch 3, Batch 15: Loss=0.051958
2024-12-30 18:23:22,923 - INFO - [Train] Epoch 3, Batch 16: Loss=0.032286
2024-12-30 18:23:29,535 - INFO - [Train] Epoch 3, Batch 17: Loss=0.036348
2024-12-30 18:23:29,992 - INFO - [Train] Epoch 3, Batch 18: Loss=0.049897
2024-12-30 18:23:30,513 - INFO - [Train] Epoch 3, Batch 19: Loss=0.050690
2024-12-30 18:23:36,194 - INFO - [Train] Epoch 3, Batch 20: Loss=0.033205
2024-12-30 18:23:36,694 - INFO - [Train] Epoch 3, Batch 21: Loss=0.039292
2024-12-30 18:23:37,174 - INFO - [Train] Epoch 3, Batch 22: Loss=0.034790
2024-12-30 18:23:37,683 - INFO - [Train] Epoch 3, Batch 23: Loss=0.029676
2024-12-30 18:23:42,611 - INFO - [Train] Epoch 3, Batch 24: Loss=0.036033
2024-12-30 18:23:47,599 - INFO - [Train] Epoch 3, Batch 25: Loss=0.034995
2024-12-30 18:23:48,063 - INFO - [Train] Epoch 3, Batch 26: Loss=0.044324
2024-12-30 18:23:48,518 - INFO - [Train] Epoch 3, Batch 27: Loss=0.039609
2024-12-30 18:23:54,861 - INFO - [Train] Epoch 3, Batch 28: Loss=0.037571
2024-12-30 18:23:55,325 - INFO - [Train] Epoch 3, Batch 29: Loss=0.044873
2024-12-30 18:23:55,766 - INFO - [Train] Epoch 3, Batch 30: Loss=0.042140
2024-12-30 18:23:56,198 - INFO - [Train] Epoch 3, Batch 31: Loss=0.032355
2024-12-30 18:24:07,622 - INFO - [Train] Epoch 3, Batch 32: Loss=0.043174
2024-12-30 18:24:09,895 - INFO - [Train] Epoch 3, Batch 33: Loss=0.051232
2024-12-30 18:24:10,332 - INFO - [Train] Epoch 3, Batch 34: Loss=0.040768
2024-12-30 18:24:10,826 - INFO - [Train] Epoch 3, Batch 35: Loss=0.041208
2024-12-30 18:24:17,374 - INFO - [Train] Epoch 3, Batch 36: Loss=0.038907
2024-12-30 18:24:17,836 - INFO - [Train] Epoch 3, Batch 37: Loss=0.040828
2024-12-30 18:24:18,282 - INFO - [Train] Epoch 3, Batch 38: Loss=0.151976
2024-12-30 18:24:21,147 - INFO - [Train] Epoch 3, Batch 39: Loss=0.040062
2024-12-30 18:24:25,041 - INFO - [Train] Epoch 3, Batch 40: Loss=0.033544
2024-12-30 18:24:28,909 - INFO - [Train] Epoch 3, Batch 41: Loss=0.037856
2024-12-30 18:24:29,363 - INFO - [Train] Epoch 3, Batch 42: Loss=0.028874
2024-12-30 18:24:29,840 - INFO - [Train] Epoch 3, Batch 43: Loss=0.037095
2024-12-30 18:24:30,304 - INFO - [Train] Epoch 3, Batch 44: Loss=0.041546
2024-12-30 18:24:30,808 - INFO - [Train] Epoch 3, Batch 45: Loss=0.052817
2024-12-30 18:24:31,267 - INFO - [Train] Epoch 3, Batch 46: Loss=0.045821
2024-12-30 18:24:31,705 - INFO - [Train] Epoch 3, Batch 47: Loss=0.117682
2024-12-30 18:24:34,024 - INFO - [Train] Epoch 3, Batch 48: Loss=0.042020
2024-12-30 18:24:45,043 - INFO - [Train] Epoch 3, Batch 49: Loss=0.037772
2024-12-30 18:24:45,470 - INFO - [Train] Epoch 3, Batch 50: Loss=0.040503
2024-12-30 18:24:48,072 - INFO - [Train] Epoch 3 completed -> Avg Loss: 0.044833
2024-12-30 18:24:48,072 - INFO - [Train] Epoch 3 completed -> Avg Loss: 0.044833
2024-12-30 18:24:48,101 - INFO - [Train] Saved checkpoint: C:\Users\didri\Desktop\LearnReflect VideoEnchancer\AI UNet-Architecture\UNet_Model\CheckPoints\model_epoch_3.pth
2024-12-30 18:24:48,101 - INFO - [Train] Saved checkpoint: C:\Users\didri\Desktop\LearnReflect VideoEnchancer\AI UNet-Architecture\UNet_Model\CheckPoints\model_epoch_3.pth
2024-12-30 18:24:48,101 - INFO - [Train] Epoch 4/10 started.
2024-12-30 18:25:14,158 - INFO - [Train] Epoch 4, Batch 1: Loss=0.044976
2024-12-30 18:25:18,063 - INFO - [Train] Epoch 4, Batch 2: Loss=0.126235
2024-12-30 18:25:18,522 - INFO - [Train] Epoch 4, Batch 3: Loss=0.033491
2024-12-30 18:25:23,067 - INFO - [Train] Epoch 4, Batch 4: Loss=0.038266
2024-12-30 18:25:23,526 - INFO - [Train] Epoch 4, Batch 5: Loss=0.040248
2024-12-30 18:25:23,981 - INFO - [Train] Epoch 4, Batch 6: Loss=0.044208
2024-12-30 18:25:24,427 - INFO - [Train] Epoch 4, Batch 7: Loss=0.038437
2024-12-30 18:25:24,961 - INFO - [Train] Epoch 4, Batch 8: Loss=0.045750
2024-12-30 18:25:31,221 - INFO - [Train] Epoch 4, Batch 9: Loss=0.040240
2024-12-30 18:25:46,526 - INFO - [Train] Epoch 4, Batch 10: Loss=0.031264
2024-12-30 18:25:47,141 - INFO - [Train] Epoch 4, Batch 11: Loss=0.041681
2024-12-30 18:25:47,701 - INFO - [Train] Epoch 4, Batch 12: Loss=0.042018
2024-12-30 18:25:48,279 - INFO - [Train] Epoch 4, Batch 13: Loss=0.043357
2024-12-30 18:25:48,767 - INFO - [Train] Epoch 4, Batch 14: Loss=0.037133
2024-12-30 18:25:49,295 - INFO - [Train] Epoch 4, Batch 15: Loss=0.040356
2024-12-30 18:25:49,824 - INFO - [Train] Epoch 4, Batch 16: Loss=0.030993
2024-12-30 18:25:50,255 - INFO - [Train] Epoch 4, Batch 17: Loss=0.039740
2024-12-30 18:26:12,346 - INFO - [Train] Epoch 4, Batch 18: Loss=0.039249
2024-12-30 18:26:12,924 - INFO - [Train] Epoch 4, Batch 19: Loss=0.037393
2024-12-30 18:26:13,424 - INFO - [Train] Epoch 4, Batch 20: Loss=0.039747
2024-12-30 18:26:13,945 - INFO - [Train] Epoch 4, Batch 21: Loss=0.032873
2024-12-30 18:26:14,397 - INFO - [Train] Epoch 4, Batch 22: Loss=0.040822
2024-12-30 18:26:14,851 - INFO - [Train] Epoch 4, Batch 23: Loss=0.040474
2024-12-30 18:26:15,369 - INFO - [Train] Epoch 4, Batch 24: Loss=0.038848
2024-12-30 18:26:15,830 - INFO - [Train] Epoch 4, Batch 25: Loss=0.047373
2024-12-30 18:26:21,237 - INFO - [Train] Epoch 4, Batch 26: Loss=0.042499
2024-12-30 18:26:21,755 - INFO - [Train] Epoch 4, Batch 27: Loss=0.036738
2024-12-30 18:26:22,289 - INFO - [Train] Epoch 4, Batch 28: Loss=0.060549
2024-12-30 18:26:22,775 - INFO - [Train] Epoch 4, Batch 29: Loss=0.035720
2024-12-30 18:26:25,403 - INFO - [Train] Epoch 4, Batch 30: Loss=0.041035
2024-12-30 18:26:25,854 - INFO - [Train] Epoch 4, Batch 31: Loss=0.037757
2024-12-30 18:26:26,302 - INFO - [Train] Epoch 4, Batch 32: Loss=0.028690
2024-12-30 18:26:26,743 - INFO - [Train] Epoch 4, Batch 33: Loss=0.040592
2024-12-30 18:26:36,302 - INFO - [Train] Epoch 4, Batch 34: Loss=0.031183
2024-12-30 18:26:36,757 - INFO - [Train] Epoch 4, Batch 35: Loss=0.037842
2024-12-30 18:26:47,403 - INFO - [Train] Epoch 4, Batch 36: Loss=0.038438
2024-12-30 18:26:47,997 - INFO - [Train] Epoch 4, Batch 37: Loss=0.031373
2024-12-30 18:26:48,465 - INFO - [Train] Epoch 4, Batch 38: Loss=0.036858
2024-12-30 18:26:49,051 - INFO - [Train] Epoch 4, Batch 39: Loss=0.035218
2024-12-30 18:26:49,655 - INFO - [Train] Epoch 4, Batch 40: Loss=0.039133
2024-12-30 18:26:50,160 - INFO - [Train] Epoch 4, Batch 41: Loss=0.030387
2024-12-30 18:26:55,847 - INFO - [Train] Epoch 4, Batch 42: Loss=0.038952
2024-12-30 18:26:56,357 - INFO - [Train] Epoch 4, Batch 43: Loss=0.033739
2024-12-30 18:26:59,525 - INFO - [Train] Epoch 4, Batch 44: Loss=0.123058
2024-12-30 18:26:59,993 - INFO - [Train] Epoch 4, Batch 45: Loss=0.037114
2024-12-30 18:27:07,198 - INFO - [Train] Epoch 4, Batch 46: Loss=0.028637
2024-12-30 18:27:07,660 - INFO - [Train] Epoch 4, Batch 47: Loss=0.037739
2024-12-30 18:27:08,123 - INFO - [Train] Epoch 4, Batch 48: Loss=0.028610
2024-12-30 18:27:08,582 - INFO - [Train] Epoch 4, Batch 49: Loss=0.061500
2024-12-30 18:27:10,884 - INFO - [Train] Epoch 4, Batch 50: Loss=0.039983
2024-12-30 18:27:12,430 - INFO - [Train] Epoch 4 completed -> Avg Loss: 0.042170
2024-12-30 18:27:12,430 - INFO - [Train] Epoch 4 completed -> Avg Loss: 0.042170
2024-12-30 18:27:12,454 - INFO - [Train] Saved checkpoint: C:\Users\didri\Desktop\LearnReflect VideoEnchancer\AI UNet-Architecture\UNet_Model\CheckPoints\model_epoch_4.pth
2024-12-30 18:27:12,454 - INFO - [Train] Saved checkpoint: C:\Users\didri\Desktop\LearnReflect VideoEnchancer\AI UNet-Architecture\UNet_Model\CheckPoints\model_epoch_4.pth
2024-12-30 18:27:12,455 - INFO - [Train] Epoch 5/10 started.
2024-12-30 18:27:44,035 - INFO - [Train] Epoch 5, Batch 1: Loss=0.068279
2024-12-30 18:27:44,552 - INFO - [Train] Epoch 5, Batch 2: Loss=0.043053
2024-12-30 18:27:45,147 - INFO - [Train] Epoch 5, Batch 3: Loss=0.033833
2024-12-30 18:27:45,694 - INFO - [Train] Epoch 5, Batch 4: Loss=0.030041
2024-12-30 18:27:46,282 - INFO - [Train] Epoch 5, Batch 5: Loss=0.040209
2024-12-30 18:27:46,776 - INFO - [Train] Epoch 5, Batch 6: Loss=0.043935
2024-12-30 18:27:47,272 - INFO - [Train] Epoch 5, Batch 7: Loss=0.034210
2024-12-30 18:27:47,786 - INFO - [Train] Epoch 5, Batch 8: Loss=0.038672
2024-12-30 18:28:06,765 - INFO - [Train] Epoch 5, Batch 9: Loss=0.047620
2024-12-30 18:28:07,325 - INFO - [Train] Epoch 5, Batch 10: Loss=0.035769
2024-12-30 18:28:07,945 - INFO - [Train] Epoch 5, Batch 11: Loss=0.029229
2024-12-30 18:28:08,465 - INFO - [Train] Epoch 5, Batch 12: Loss=0.039059
2024-12-30 18:28:09,104 - INFO - [Train] Epoch 5, Batch 13: Loss=0.034522
2024-12-30 18:28:09,605 - INFO - [Train] Epoch 5, Batch 14: Loss=0.031926
2024-12-30 18:28:10,183 - INFO - [Train] Epoch 5, Batch 15: Loss=0.037635
2024-12-30 18:28:10,743 - INFO - [Train] Epoch 5, Batch 16: Loss=0.043909
2024-12-30 18:28:30,970 - INFO - [Train] Epoch 5, Batch 17: Loss=0.039372
2024-12-30 18:28:31,434 - INFO - [Train] Epoch 5, Batch 18: Loss=0.035982
2024-12-30 18:28:31,912 - INFO - [Train] Epoch 5, Batch 19: Loss=0.038132
2024-12-30 18:28:32,369 - INFO - [Train] Epoch 5, Batch 20: Loss=0.032181
2024-12-30 18:28:32,826 - INFO - [Train] Epoch 5, Batch 21: Loss=0.053353
2024-12-30 18:28:33,359 - INFO - [Train] Epoch 5, Batch 22: Loss=0.142182
2024-12-30 18:28:35,022 - INFO - [Train] Epoch 5, Batch 23: Loss=0.030923
2024-12-30 18:28:35,728 - INFO - [Train] Epoch 5, Batch 24: Loss=0.126301
2024-12-30 18:28:59,724 - INFO - [Train] Epoch 5, Batch 25: Loss=0.034924
2024-12-30 18:29:00,264 - INFO - [Train] Epoch 5, Batch 26: Loss=0.028983
2024-12-30 18:29:00,743 - INFO - [Train] Epoch 5, Batch 27: Loss=0.036708
2024-12-30 18:29:01,191 - INFO - [Train] Epoch 5, Batch 28: Loss=0.028370
2024-12-30 18:29:01,662 - INFO - [Train] Epoch 5, Batch 29: Loss=0.033720
2024-12-30 18:29:02,116 - INFO - [Train] Epoch 5, Batch 30: Loss=0.039149
2024-12-30 18:29:02,689 - INFO - [Train] Epoch 5, Batch 31: Loss=0.032670
2024-12-30 18:29:03,115 - INFO - [Train] Epoch 5, Batch 32: Loss=0.035132
2024-12-30 18:29:26,807 - INFO - [Train] Epoch 5, Batch 33: Loss=0.032782
2024-12-30 18:29:27,300 - INFO - [Train] Epoch 5, Batch 34: Loss=0.039847
2024-12-30 18:29:27,838 - INFO - [Train] Epoch 5, Batch 35: Loss=0.028499
2024-12-30 18:29:28,349 - INFO - [Train] Epoch 5, Batch 36: Loss=0.042959
2024-12-30 18:29:28,858 - INFO - [Train] Epoch 5, Batch 37: Loss=0.035700
2024-12-30 18:29:29,376 - INFO - [Train] Epoch 5, Batch 38: Loss=0.035479
2024-12-30 18:29:29,863 - INFO - [Train] Epoch 5, Batch 39: Loss=0.035406
2024-12-30 18:29:30,365 - INFO - [Train] Epoch 5, Batch 40: Loss=0.028472
2024-12-30 18:29:43,025 - INFO - [Train] Epoch 5, Batch 41: Loss=0.040889
2024-12-30 18:29:43,508 - INFO - [Train] Epoch 5, Batch 42: Loss=0.029745
2024-12-30 18:29:43,946 - INFO - [Train] Epoch 5, Batch 43: Loss=0.033815
2024-12-30 18:29:44,378 - INFO - [Train] Epoch 5, Batch 44: Loss=0.037315
2024-12-30 18:29:44,803 - INFO - [Train] Epoch 5, Batch 45: Loss=0.044213
2024-12-30 18:29:45,227 - INFO - [Train] Epoch 5, Batch 46: Loss=0.038950
2024-12-30 18:29:45,712 - INFO - [Train] Epoch 5, Batch 47: Loss=0.036613
2024-12-30 18:29:46,185 - INFO - [Train] Epoch 5, Batch 48: Loss=0.041834
2024-12-30 18:29:55,922 - INFO - [Train] Epoch 5, Batch 49: Loss=0.032633
2024-12-30 18:29:56,392 - INFO - [Train] Epoch 5, Batch 50: Loss=0.039004
2024-12-30 18:29:58,292 - INFO - [Train] Epoch 5 completed -> Avg Loss: 0.041083
2024-12-30 18:29:58,292 - INFO - [Train] Epoch 5 completed -> Avg Loss: 0.041083
2024-12-30 18:29:58,310 - INFO - [Train] Saved checkpoint: C:\Users\didri\Desktop\LearnReflect VideoEnchancer\AI UNet-Architecture\UNet_Model\CheckPoints\model_epoch_5.pth
2024-12-30 18:29:58,310 - INFO - [Train] Saved checkpoint: C:\Users\didri\Desktop\LearnReflect VideoEnchancer\AI UNet-Architecture\UNet_Model\CheckPoints\model_epoch_5.pth
2024-12-30 18:29:58,311 - INFO - [Train] Epoch 6/10 started.
2024-12-30 18:30:33,217 - INFO - [Train] Epoch 6, Batch 1: Loss=0.029674
2024-12-30 18:30:33,750 - INFO - [Train] Epoch 6, Batch 2: Loss=0.040816
2024-12-30 18:30:34,282 - INFO - [Train] Epoch 6, Batch 3: Loss=0.036407
2024-12-30 18:30:37,383 - INFO - [Train] Epoch 6, Batch 4: Loss=0.032548
2024-12-30 18:30:37,842 - INFO - [Train] Epoch 6, Batch 5: Loss=0.029967
